Auftrag_ID,Datum,Kunde / Firma,Adresse Start,Adresse Ziel,Transport,Zusatztechnik,Kilometer,Kraftstoffverbrauch_Liter,Anzahl Möbelpacker,Arbeitsstunden Möbelpacker,Auftragsdauer_Stunden,Preis_EUR,Notizen
1457,2025-06-14,Anna Becker,"Hauptstraße 23, Ahrensburg","Bergstraße 83, Pinneberg",eigener 7.5t LKW,Möbellift,7,0.63,2,5.5,8.4,548.3,Möbellift
1458,2025-06-14,Julia Neumann,"Mühlenweg 80, Ahrensburg","Industriestraße 74, Wedel",gemieteter 12t LKW mit Fahrer,Hubwagen,21,2.73,0,0.0,2.7,64.1,Hubwagen
1459,2025-06-14,Fischer & Partner Büroservice,"Industriestraße 56, Hamburg-Eimsbüttel","Lange Reihe 40, Buxtehude",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,7,1.19,0,0.0,2.0,84.51,Gabelstapler gemietet
1460,2025-06-14,Nordlicht Möbelhandel,"Mühlenweg 66, Buxtehude","Industriestraße 50, Norderstedt",gemieteter Transporter mit Fahrer,Hubwagen,31,4.44,4,6.6,8.9,832.54,Hubwagen
1461,2025-06-15,Eventtechnik Elbe GmbH,"Kirchenallee 55, Hamburg-Eimsbüttel","Hafenstraße 97, Hamburg-Eimsbüttel",eigener Transporter,,34,4.01,3,3.5,4.5,560.28,
1462,2025-06-15,Katrin Albrecht,"Elbchaussee 34, Hamburg-Harburg","Hafenstraße 59, Hamburg-Harburg",eigener Transporter,Gabelstapler gemietet,63,6.14,4,1.8,2.9,548.36,Gabelstapler gemietet
1463,2025-06-15,Martin Schulz,"Elbchaussee 80, Hamburg-Altona","Elbchaussee 30, Ahrensburg",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,105,15.02,4,5.9,6.5,900.72,Gabelstapler gemietet
1464,2025-06-15,Uwe Hartmann,"Bergstraße 91, Buxtehude","Hafenstraße 65, Ahrensburg",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,56,9.28,2,6.8,9.6,661.04,Gabelstapler gemietet
1465,2025-06-15,Anna Becker,"Elbchaussee 55, Pinneberg","Mühlenweg 15, Hamburg-Nord",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,110,15.23,2,7.6,9.4,721.95,Gabelstapler gemietet
1466,2025-06-16,Uwe Hartmann,"Bahnhofstraße 36, Stade","Lange Reihe 81, Hamburg-Bergedorf",eigener 7.5t LKW,Gabelstapler gemietet,64,10.81,0,0.0,2.1,122.35,Gabelstapler gemietet
1467,2025-06-16,Peter Hansen,"Lange Reihe 25, Norderstedt","Hauptstraße 5, Buxtehude",gemieteter 12t LKW mit Fahrer,Möbellift,41,7.35,2,7.0,9.0,651.82,Möbellift
1468,2025-06-16,HafenLogistik HH,"Hauptstraße 34, Hamburg-Bergedorf","Hauptstraße 95, Reinbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,85,14.06,1,5.2,6.2,532.6,Gabelstapler gemietet
1469,2025-06-16,HafenLogistik HH,"Bergstraße 88, Buxtehude","Lange Reihe 25, Buxtehude",eigener Transporter,,80,12.53,2,3.8,5.6,565.43,
1470,2025-06-17,Thomas Krüger,"Lange Reihe 72, Hamburg-Bergedorf","Bergstraße 34, Hamburg-Harburg",gemieteter Transporter mit Fahrer,,14,2.48,4,2.2,4.4,459.55,
1471,2025-06-17,Eventtechnik Elbe GmbH,"Industriestraße 6, Hamburg-Eimsbüttel","Hafenstraße 68, Ahrensburg",eigener Transporter,Möbellift,86,8.03,1,2.2,4.5,469.16,Möbellift
1472,2025-06-17,Peter Hansen,"Feldweg 69, Buxtehude","Hafenstraße 110, Hamburg-Altona",gemieteter Transporter mit Fahrer,Hubwagen,31,4.52,2,6.2,6.9,590.97,Hubwagen
1473,2025-06-17,Martin Schulz,"Elbchaussee 32, Stade","Bergstraße 78, Hamburg-Nord",eigener Transporter,,15,1.63,4,2.4,4.6,547.23,
1474,2025-06-17,HafenLogistik HH,"Bahnhofstraße 79, Stade","Lange Reihe 45, Buxtehude",gemieteter Transporter mit Fahrer,Möbellift,68,8.1,3,7.0,8.1,747.25,Möbellift
1475,2025-06-18,StartupDock Hamburg,"Kirchenallee 54, Hamburg-Harburg","Elbchaussee 2, Pinneberg",eigener 7.5t LKW,Hubwagen,105,14.4,2,1.6,2.5,520.85,Hubwagen
1476,2025-06-18,Peter Hansen,"Hafenstraße 32, Reinbek","Feldweg 88, Wedel",eigener Transporter,,8,0.86,0,0.0,2.6,73.68,
1477,2025-06-18,Küchenstudio Altona,"Bahnhofstraße 41, Reinbek","Feldweg 105, Wedel",eigener Transporter,Gabelstapler gemietet,60,7.75,2,3.2,5.8,467.92,Gabelstapler gemietet
1478,2025-06-19,Nordlicht Möbelhandel,"Bergstraße 77, Reinbek","Feldweg 105, Hamburg-Harburg",eigener Transporter,Gabelstapler gemietet,42,4.66,4,5.9,7.5,786.07,Gabelstapler gemietet
1479,2025-06-19,Lena Vogt,"Hafenstraße 75, Hamburg-Wandsbek","Bahnhofstraße 114, Norderstedt",gemieteter 12t LKW mit Fahrer,,93,9.25,0,0.0,1.5,150.11,
1480,2025-06-19,Katrin Albrecht,"Feldweg 44, Pinneberg","Bergstraße 21, Hamburg-Harburg",eigener 7.5t LKW,Gabelstapler gemietet,71,9.76,0,0.0,2.9,158.94,Gabelstapler gemietet
1481,2025-06-19,StartupDock Hamburg,"Feldweg 16, Hamburg-Altona","Industriestraße 93, Buxtehude",eigener Transporter,,83,9.88,2,4.4,7.1,616.95,
1482,2025-06-19,Uwe Hartmann,"Kirchenallee 107, Reinbek","Bergstraße 102, Stade",gemieteter 12t LKW mit Fahrer,Möbellift,32,4.12,0,0.0,2.9,70.91,Möbellift
1483,2025-06-20,Bäckerei Nord GmbH,"Elbchaussee 85, Reinbek","Bahnhofstraße 79, Hamburg-Harburg",eigener 7.5t LKW,,36,6.25,3,2.7,4.3,532.42,
1484,2025-06-20,Bäckerei Nord GmbH,"Hafenstraße 102, Hamburg-Altona","Mühlenweg 118, Buxtehude",eigener 7.5t LKW,,39,5.48,1,4.9,7.5,481.36,
1485,2025-06-20,Lagerhaus Barmbek,"Lange Reihe 31, Hamburg-Nord","Kirchenallee 7, Wedel",eigener 7.5t LKW,Gabelstapler gemietet,55,5.47,4,5.0,6.0,774.37,Gabelstapler gemietet
1486,2025-06-20,Lena Vogt,"Industriestraße 94, Pinneberg","Elbchaussee 92, Hamburg-Nord",gemieteter 12t LKW mit Fahrer,Möbellift,17,2.44,4,7.9,10.8,934.58,Möbellift
1487,2025-06-20,HafenLogistik HH,"Industriestraße 48, Buxtehude","Hafenstraße 9, Pinneberg",eigener Transporter,Möbellift,100,11.52,3,5.3,7.1,699.26,Möbellift
1488,2025-06-21,Nordlicht Möbelhandel,"Bergstraße 83, Hamburg-Altona","Bahnhofstraße 73, Wedel",eigener 7.5t LKW,Hubwagen,45,4.71,1,7.7,8.5,501.59,Hubwagen
1489,2025-06-21,Eventtechnik Elbe GmbH,"Mühlenweg 101, Pinneberg","Feldweg 109, Hamburg-Wandsbek",eigener 7.5t LKW,Gabelstapler gemietet,62,10.73,0,0.0,2.7,125.43,Gabelstapler gemietet
1490,2025-06-21,Uwe Hartmann,"Lange Reihe 73, Hamburg-Bergedorf","Feldweg 19, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Hubwagen,94,11.37,3,1.7,4.0,536.78,Hubwagen
1491,2025-06-22,Julia Neumann,"Bergstraße 34, Hamburg-Altona","Hafenstraße 30, Buxtehude",gemieteter Transporter mit Fahrer,,93,13.72,2,7.3,10.0,659.71,
1492,2025-06-22,Lena Vogt,"Lange Reihe 95, Wedel","Bergstraße 32, Hamburg-Altona",eigener 7.5t LKW,Hubwagen,106,12.0,3,6.9,9.2,795.84,Hubwagen
1493,2025-06-22,Bäckerei Nord GmbH,"Hauptstraße 45, Hamburg-Altona","Bergstraße 64, Stade",eigener 7.5t LKW,Hubwagen,52,5.08,1,3.9,5.8,415.89,Hubwagen
1494,2025-06-22,IT-Service Elbe,"Elbchaussee 119, Buxtehude","Kirchenallee 72, Norderstedt",gemieteter Transporter mit Fahrer,,112,11.55,0,0.0,28.5,193.85,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1495,2025-06-23,Martin Schulz,"Kirchenallee 86, Hamburg-Eimsbüttel","Hafenstraße 119, Ahrensburg",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,101,15.61,0,0.0,1.9,177.83,Gabelstapler gemietet
1496,2025-06-23,Julia Neumann,"Elbchaussee 16, Hamburg-Harburg","Bergstraße 66, Hamburg-Nord",eigener Transporter,,58,9.64,1,6.2,6.9,512.95,
1497,2025-06-23,Eventtechnik Elbe GmbH,"Mühlenweg 62, Hamburg-Bergedorf","Bahnhofstraße 80, Hamburg-Altona",gemieteter Transporter mit Fahrer,Möbellift,106,15.44,4,3.3,5.1,670.89,Möbellift
1498,2025-06-23,Anna Becker,"Hauptstraße 69, Hamburg-Altona","Elbchaussee 119, Reinbek",eigener Transporter,Gabelstapler gemietet,13,1.83,3,6.3,7.7,650.22,Gabelstapler gemietet
1499,2025-06-23,Bäckerei Nord GmbH,"Industriestraße 70, Norderstedt","Bergstraße 79, Stade",eigener Transporter,Möbellift,105,13.35,0,0.0,3.0,206.73,Möbellift
1500,2025-06-24,Fischer & Partner Büroservice,"Industriestraße 35, Hamburg-Harburg","Feldweg 55, Stade",eigener 7.5t LKW,Hubwagen,5,0.79,2,6.5,8.1,537.58,Hubwagen
1501,2025-06-24,Lena Vogt,"Lange Reihe 9, Hamburg-Harburg","Elbchaussee 15, Hamburg-Harburg",eigener 7.5t LKW,Möbellift,112,12.44,3,1.8,3.1,529.6,Möbellift
1502,2025-06-24,Katrin Albrecht,"Feldweg 7, Hamburg-Nord","Elbchaussee 108, Hamburg-Eimsbüttel",gemieteter Transporter mit Fahrer,Hubwagen,58,9.69,1,2.4,4.6,444.67,Hubwagen
1503,2025-06-24,Uwe Hartmann,"Lange Reihe 25, Hamburg-Altona","Industriestraße 14, Hamburg-Altona",eigener 7.5t LKW,Gabelstapler gemietet,35,5.83,2,3.9,6.4,479.58,Gabelstapler gemietet
1504,2025-06-25,IT-Service Elbe,"Lange Reihe 93, Hamburg-Altona","Bahnhofstraße 79, Buxtehude",gemieteter Transporter mit Fahrer,Hubwagen,113,16.82,0,0.0,21.3,231.16,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1505,2025-06-25,Fischer & Partner Büroservice,"Hauptstraße 28, Hamburg-Nord","Bahnhofstraße 52, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,,49,8.82,1,1.9,4.6,414.35,
1506,2025-06-25,Julia Neumann,"Industriestraße 11, Pinneberg","Hafenstraße 96, Norderstedt",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,16,1.74,3,3.8,4.9,532.07,Gabelstapler gemietet
1507,2025-06-25,Thomas Krüger,"Lange Reihe 93, Stade","Mühlenweg 2, Hamburg-Nord",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,52,5.5,1,7.8,10.1,551.54,Gabelstapler gemietet
1508,2025-06-25,Martin Schulz,"Lange Reihe 49, Hamburg-Bergedorf","Hafenstraße 42, Ahrensburg",gemieteter Transporter mit Fahrer,Möbellift,61,8.66,0,0.0,1.5,165.07,Möbellift
1509,2025-06-26,Thomas Krüger,"Elbchaussee 78, Buxtehude","Lange Reihe 99, Wedel",gemieteter 12t LKW mit Fahrer,Möbellift,7,0.77,2,4.9,7.6,518.09,Möbellift
1510,2025-06-26,HafenLogistik HH,"Feldweg 58, Hamburg-Altona","Bergstraße 48, Wedel",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,57,8.86,4,4.7,6.7,742.04,Gabelstapler gemietet
1511,2025-06-26,Sven Richter,"Bergstraße 62, Hamburg-Altona","Industriestraße 85, Stade",eigener 7.5t LKW,Hubwagen,19,2.34,3,3.2,3.9,539.84,Hubwagen
1512,2025-06-26,Thomas Krüger,"Hafenstraße 114, Hamburg-Nord","Bahnhofstraße 76, Hamburg-Altona",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,68,8.96,2,2.8,5.4,540.23,Gabelstapler gemietet
1513,2025-06-27,Katrin Albrecht,"Lange Reihe 80, Buxtehude","Lange Reihe 23, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Hubwagen,87,15.07,1,2.4,4.3,498.64,Hubwagen
1514,2025-06-27,Lagerhaus Barmbek,"Elbchaussee 30, Hamburg-Altona","Industriestraße 73, Stade",eigener Transporter,Hubwagen,111,14.04,2,7.5,26.6,726.79,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1515,2025-06-27,Thomas Krüger,"Mühlenweg 55, Reinbek","Kirchenallee 41, Ahrensburg",eigener Transporter,Gabelstapler gemietet,90,12.38,0,0.0,2.6,167.54,Gabelstapler gemietet
1516,2025-06-27,Fischer & Partner Büroservice,"Hafenstraße 2, Stade","Lange Reihe 34, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,74,9.21,2,6.9,30.4,669.39,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1517,2025-06-28,Nina Krause,"Lange Reihe 90, Reinbek","Industriestraße 54, Reinbek",eigener 7.5t LKW,Hubwagen,88,8.05,1,6.2,7.3,560.36,Hubwagen
1518,2025-06-28,Anna Becker,"Bergstraße 59, Hamburg-Wandsbek","Lange Reihe 87, Reinbek",gemieteter Transporter mit Fahrer,Möbellift,10,1.07,3,3.0,4.3,531.08,Möbellift
1519,2025-06-28,Nordlicht Möbelhandel,"Industriestraße 70, Hamburg-Altona","Industriestraße 58, Wedel",eigener 7.5t LKW,,48,4.99,3,4.4,7.0,585.82,
1520,2025-06-28,Sven Richter,"Lange Reihe 81, Hamburg-Wandsbek","Industriestraße 44, Hamburg-Bergedorf",eigener Transporter,,38,3.99,1,6.0,7.9,503.54,
1521,2025-06-28,Martin Schulz,"Mühlenweg 84, Pinneberg","Elbchaussee 27, Pinneberg",eigener 7.5t LKW,Möbellift,71,7.46,1,5.3,6.6,498.07,Möbellift
1522,2025-06-29,Nina Krause,"Mühlenweg 109, Hamburg-Bergedorf","Lange Reihe 78, Reinbek",gemieteter 12t LKW mit Fahrer,,58,10.16,4,2.3,2.8,570.45,
1523,2025-06-29,Julia Neumann,"Lange Reihe 48, Wedel","Feldweg 46, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,Möbellift,31,5.24,0,0.0,2.9,120.5,Möbellift
1524,2025-06-29,Eventtechnik Elbe GmbH,"Bahnhofstraße 55, Buxtehude","Kirchenallee 48, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Möbellift,37,4.18,3,3.0,4.6,521.91,Möbellift
1525,2025-06-29,Fischer & Partner Büroservice,"Kirchenallee 74, Reinbek","Industriestraße 95, Pinneberg",eigener Transporter,Hubwagen,45,6.11,3,4.8,6.4,620.1,Hubwagen
1526,2025-06-30,Anna Becker,"Bahnhofstraße 8, Reinbek","Bahnhofstraße 56, Hamburg-Bergedorf",eigener Transporter,Möbellift,102,17.18,2,4.1,6.5,568.71,Möbellift
1527,2025-06-30,HafenLogistik HH,"Industriestraße 106, Hamburg-Nord","Kirchenallee 28, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,58,5.64,1,2.6,3.4,426.71,Gabelstapler gemietet
1528,2025-06-30,Katrin Albrecht,"Bergstraße 18, Hamburg-Nord","Kirchenallee 75, Reinbek",gemieteter Transporter mit Fahrer,Möbellift,67,6.81,3,6.6,8.6,725.33,Möbellift
1529,2025-06-30,StartupDock Hamburg,"Lange Reihe 102, Wedel","Mühlenweg 59, Hamburg-Wandsbek",eigener 7.5t LKW,Gabelstapler gemietet,72,11.31,0,0.0,2.7,192.54,Gabelstapler gemietet
1530,2025-06-30,Peter Hansen,"Bahnhofstraße 14, Reinbek","Hafenstraße 73, Hamburg-Altona",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,52,5.38,2,6.3,9.1,609.03,Gabelstapler gemietet
1531,2025-07-01,Küchenstudio Altona,"Bahnhofstraße 109, Hamburg-Wandsbek","Bahnhofstraße 69, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,,100,10.41,0,0.0,0.9,150.95,
1532,2025-07-01,Eventtechnik Elbe GmbH,"Lange Reihe 33, Pinneberg","Industriestraße 54, Norderstedt",gemieteter 12t LKW mit Fahrer,Hubwagen,83,13.87,3,3.3,4.4,570.41,Hubwagen
1533,2025-07-01,StartupDock Hamburg,"Kirchenallee 83, Ahrensburg","Hauptstraße 4, Hamburg-Harburg",gemieteter Transporter mit Fahrer,Möbellift,5,0.77,0,0.0,10.8,77.09,Möbellift
1534,2025-07-02,Katrin Albrecht,"Kirchenallee 87, Wedel","Industriestraße 75, Pinneberg",eigener 7.5t LKW,Gabelstapler gemietet,47,5.93,1,6.7,34.5,473.62,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1535,2025-07-02,Anna Becker,"Hafenstraße 102, Wedel","Lange Reihe 18, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,,57,9.08,0,0.0,3.0,143.77,
1536,2025-07-02,Nordlicht Möbelhandel,"Industriestraße 31, Norderstedt","Elbchaussee 98, Ahrensburg",gemieteter Transporter mit Fahrer,Möbellift,104,14.83,4,7.3,9.6,951.54,Möbellift
1537,2025-07-02,Lena Vogt,"Industriestraße 81, Wedel","Feldweg 66, Hamburg-Nord",eigener 7.5t LKW,Möbellift,20,2.65,1,2.3,4.0,422.81,Möbellift
1538,2025-07-03,Küchenstudio Altona,"Elbchaussee 39, Hamburg-Altona","Feldweg 63, Buxtehude",gemieteter Transporter mit Fahrer,Möbellift,109,12.92,2,7.4,10.0,751.79,Möbellift
1539,2025-07-03,IT-Service Elbe,"Elbchaussee 107, Hamburg-Altona","Bergstraße 19, Stade",eigener 7.5t LKW,,56,7.3,2,6.9,18.4,606.4,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1540,2025-07-03,Katrin Albrecht,"Feldweg 89, Hamburg-Nord","Mühlenweg 61, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,Möbellift,95,9.07,4,5.8,7.1,886.29,Möbellift
1541,2025-07-03,IT-Service Elbe,"Lange Reihe 77, Hamburg-Wandsbek","Hafenstraße 34, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,,38,4.49,0,0.0,1.2,143.37,
1542,2025-07-04,Thomas Krüger,"Industriestraße 59, Hamburg-Altona","Hafenstraße 84, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,38,5.85,3,3.8,6.5,548.93,Gabelstapler gemietet
1543,2025-07-04,Julia Neumann,"Lange Reihe 64, Pinneberg","Industriestraße 38, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Möbellift,42,4.79,0,0.0,0.6,116.12,Möbellift
1544,2025-07-04,Peter Hansen,"Bergstraße 46, Stade","Hafenstraße 6, Hamburg-Harburg",eigener 7.5t LKW,Hubwagen,115,17.4,3,4.2,7.2,684.24,Hubwagen
1545,2025-07-05,Sven Richter,"Lange Reihe 98, Ahrensburg","Elbchaussee 109, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,68,11.05,3,4.8,6.9,687.5,Gabelstapler gemietet
1546,2025-07-05,Eventtechnik Elbe GmbH,"Bahnhofstraße 94, Hamburg-Eimsbüttel","Feldweg 15, Hamburg-Bergedorf",gemieteter Transporter mit Fahrer,,68,11.51,0,0.0,2.7,189.25,
1547,2025-07-05,Uwe Hartmann,"Kirchenallee 14, Hamburg-Eimsbüttel","Hauptstraße 3, Reinbek",eigener Transporter,,19,3.19,4,3.8,5.1,633.67,
1548,2025-07-06,Peter Hansen,"Mühlenweg 20, Hamburg-Nord","Hauptstraße 42, Stade",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,60,7.41,1,5.8,7.2,474.72,Gabelstapler gemietet
1549,2025-07-06,Anna Becker,"Kirchenallee 18, Hamburg-Nord","Feldweg 23, Wedel",gemieteter Transporter mit Fahrer,Hubwagen,38,3.43,4,5.3,6.4,784.48,Hubwagen
1550,2025-07-06,Eventtechnik Elbe GmbH,"Bahnhofstraße 103, Buxtehude","Hauptstraße 19, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,120,12.09,0,0.0,2.7,207.85,Gabelstapler gemietet
1551,2025-07-07,Anna Becker,"Kirchenallee 102, Buxtehude","Elbchaussee 11, Hamburg-Altona",eigener 7.5t LKW,,32,3.04,4,8.0,9.7,894.78,
1552,2025-07-07,Bäckerei Nord GmbH,"Kirchenallee 74, Hamburg-Altona","Hauptstraße 92, Buxtehude",gemieteter 12t LKW mit Fahrer,Hubwagen,120,20.77,0,0.0,0.9,240.04,Hubwagen
1553,2025-07-07,Lagerhaus Barmbek,"Bahnhofstraße 2, Hamburg-Nord","Lange Reihe 77, Stade",eigener Transporter,Gabelstapler gemietet,34,4.13,2,3.9,5.8,465.91,Gabelstapler gemietet
1554,2025-07-08,Sven Richter,"Hafenstraße 63, Hamburg-Wandsbek","Hauptstraße 85, Buxtehude",gemieteter 12t LKW mit Fahrer,Hubwagen,26,3.29,2,5.2,6.3,536.12,Hubwagen
1555,2025-07-08,Martin Schulz,"Kirchenallee 62, Stade","Hauptstraße 78, Buxtehude",eigener Transporter,Gabelstapler gemietet,79,13.51,0,0.0,0.9,191.89,Gabelstapler gemietet
1556,2025-07-08,Lena Vogt,"Mühlenweg 48, Reinbek","Bahnhofstraße 107, Buxtehude",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,99,13.53,0,0.0,1.6,190.72,Gabelstapler gemietet
1557,2025-07-08,HafenLogistik HH,"Kirchenallee 12, Pinneberg","Lange Reihe 84, Hamburg-Harburg",gemieteter 12t LKW mit Fahrer,,39,5.82,0,0.0,0.8,136.39,
1558,2025-07-08,Nina Krause,"Lange Reihe 97, Norderstedt","Hafenstraße 8, Stade",eigener 7.5t LKW,Gabelstapler gemietet,107,18.49,2,7.6,8.8,725.76,Gabelstapler gemietet
1559,2025-07-09,HafenLogistik HH,"Industriestraße 22, Norderstedt","Hafenstraße 75, Ahrensburg",gemieteter Transporter mit Fahrer,,107,11.07,1,5.2,7.0,577.16,
1560,2025-07-09,Nina Krause,"Mühlenweg 37, Wedel","Bahnhofstraße 68, Norderstedt",eigener Transporter,,13,2.11,0,0.0,0.5,61.31,
1561,2025-07-09,Nina Krause,"Bahnhofstraße 28, Hamburg-Bergedorf","Hauptstraße 92, Ahrensburg",eigener Transporter,Hubwagen,50,6.26,3,6.3,7.6,696.74,Hubwagen
1562,2025-07-09,Anna Becker,"Hauptstraße 73, Hamburg-Nord","Hauptstraße 93, Buxtehude",eigener Transporter,,53,5.45,2,7.2,8.9,681.61,
1563,2025-07-09,GreenMarket GmbH,"Feldweg 33, Hamburg-Bergedorf","Bahnhofstraße 94, Hamburg-Altona",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,80,9.13,0,0.0,2.0,142.68,Gabelstapler gemietet
1564,2025-07-10,Uwe Hartmann,"Lange Reihe 30, Hamburg-Eimsbüttel","Industriestraße 55, Norderstedt",eigener 7.5t LKW,Möbellift,62,9.04,0,0.0,1.7,165.99,Möbellift
1565,2025-07-10,Julia Neumann,"Hauptstraße 106, Norderstedt","Industriestraße 1, Wedel",eigener 7.5t LKW,Hubwagen,112,12.55,1,7.2,7.8,560.53,Hubwagen
1566,2025-07-10,GreenMarket GmbH,"Feldweg 30, Buxtehude","Lange Reihe 78, Stade",gemieteter Transporter mit Fahrer,Gabelstapler gemietet,5,0.82,4,3.1,4.7,579.02,Gabelstapler gemietet
1567,2025-07-10,Nordlicht Möbelhandel,"Elbchaussee 32, Hamburg-Eimsbüttel","Hafenstraße 96, Hamburg-Wandsbek",gemieteter 12t LKW mit Fahrer,Möbellift,38,6.54,1,2.1,5.0,377.77,Möbellift
1568,2025-07-11,Bäckerei Nord GmbH,"Hafenstraße 96, Hamburg-Eimsbüttel","Industriestraße 67, Hamburg-Bergedorf",eigener Transporter,Gabelstapler gemietet,51,5.9,1,3.7,4.8,425.85,Gabelstapler gemietet
1569,2025-07-11,Uwe Hartmann,"Bergstraße 107, Norderstedt","Kirchenallee 35, Hamburg-Harburg",eigener Transporter,Hubwagen,6,0.57,2,5.1,5.7,510.1,Hubwagen
1570,2025-07-11,Nordlicht Möbelhandel,"Hafenstraße 116, Hamburg-Wandsbek","Elbchaussee 46, Hamburg-Harburg",eigener 7.5t LKW,,9,1.22,2,5.7,6.9,534.78,
1571,2025-07-11,IT-Service Elbe,"Kirchenallee 103, Stade","Kirchenallee 111, Norderstedt",eigener Transporter,Gabelstapler gemietet,31,3.58,4,2.9,4.1,573.44,Gabelstapler gemietet
1572,2025-07-12,Nina Krause,"Lange Reihe 101, Hamburg-Wandsbek","Bergstraße 68, Hamburg-Bergedorf",eigener 7.5t LKW,Gabelstapler gemietet,74,7.87,3,1.5,4.4,515.12,Gabelstapler gemietet
1573,2025-07-12,Katrin Albrecht,"Kirchenallee 38, Hamburg-Harburg","Lange Reihe 100, Hamburg-Eimsbüttel",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,78,11.84,1,2.0,4.7,411.96,Gabelstapler gemietet
1574,2025-07-12,Sven Richter,"Feldweg 56, Wedel","Lange Reihe 26, Hamburg-Eimsbüttel",eigener Transporter,,80,9.79,2,7.0,8.7,635.78,
1575,2025-07-12,Nina Krause,"Bahnhofstraße 33, Hamburg-Altona","Kirchenallee 85, Hamburg-Eimsbüttel",eigener 7.5t LKW,Hubwagen,60,7.5,0,0.0,27.4,159.42,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1576,2025-07-12,StartupDock Hamburg,"Feldweg 10, Hamburg-Eimsbüttel","Hauptstraße 43, Hamburg-Wandsbek",eigener Transporter,,59,6.88,1,4.9,5.7,493.2,
1577,2025-07-13,Sven Richter,"Lange Reihe 77, Hamburg-Bergedorf","Elbchaussee 92, Hamburg-Wandsbek",eigener 7.5t LKW,,50,5.18,1,2.0,2.5,422.03,
1578,2025-07-13,Küchenstudio Altona,"Feldweg 67, Hamburg-Harburg","Industriestraße 59, Reinbek",eigener Transporter,Hubwagen,9,1.23,0,0.0,1.3,90.6,Hubwagen
1579,2025-07-13,Küchenstudio Altona,"Bergstraße 16, Stade","Feldweg 11, Stade",gemieteter 12t LKW mit Fahrer,Gabelstapler gemietet,108,14.78,0,0.0,1.2,233.29,Gabelstapler gemietet
1580,2025-07-13,Nina Krause,"Feldweg 107, Hamburg-Eimsbüttel","Feldweg 1, Hamburg-Nord",gemieteter Transporter mit Fahrer,Hubwagen,35,5.89,4,3.1,5.9,613.45,Hubwagen
1581,2025-07-13,Uwe Hartmann,"Bahnhofstraße 93, Ahrensburg","Hafenstraße 72, Hamburg-Wandsbek",gemieteter Transporter mit Fahrer,Möbellift,93,16.56,0,0.0,23.0,211.97,Mehrtagiger Auftrag (z.B. Lagerumzug / LKW manuell beladen)
1582,2025-07-14,Nina Krause,"Bahnhofstraße 7, Ahrensburg","Hafenstraße 7, Norderstedt",gemieteter 12t LKW mit Fahrer,Möbellift,31,5.47,3,4.4,6.9,579.74,Möbellift
1583,2025-07-14,Uwe Hartmann,"Feldweg 3, Hamburg-Harburg","Kirchenallee 111, Stade",eigener 7.5t LKW,Möbellift,58,8.53,0,0.0,2.4,133.29,Möbellift
1584,2025-07-14,Julia Neumann,"Mühlenweg 45, Stade","Industriestraße 119, Reinbek",eigener 7.5t LKW,,58,9.73,0,0.0,2.3,126.68,
